pair,age_left,age_right,gender_left,gender_right,quality_left,quality_right,liklihood,boxlx,boxly,boxlwidth,boxlheight,boxrx,boxry,boxrwidth,boxrheight
45,0.486119,0.515092,0.0275806,0.688453,0.339936,0.611717,0.736323,130,186,193,233,53,28,128,164,
46,0.637622,0.515092,0.0247252,0.688453,0.463378,0.611717,0.749039,146,191,173,218,53,28,128,164,
47,0.560434,0.515092,0.100946,0.688453,0.467769,0.611717,0.732382,107,190,178,217,53,28,128,164,
48,0.868914,0.515092,0.334573,0.688453,0.191693,0.611717,0.707115,75,199,184,218,53,28,128,164,
49,0.686002,0.515092,0.342075,0.688453,0.451331,0.611717,0.718304,87,202,172,213,53,28,128,164,
50,0.903975,0.515092,0.125867,0.688453,0.155504,0.611717,0.727268,81,190,188,222,53,28,128,164,
51,0.920514,0.515092,0.5287,0.688453,0.291358,0.611717,0.742819,109,194,171,207,53,28,128,164,
52,0.861082,0.515092,0.0594129,0.688453,0.231349,0.611717,0.735287,27,210,147,189,53,28,128,164,
53,0.775898,0.515092,0.138987,0.688453,0.388227,0.611717,0.768553,110,195,164,204,53,28,128,164,
54,0.739418,0.515092,0.469232,0.688453,0.519522,0.611717,0.749576,98,208,163,201,53,28,128,164,
55,0.503624,0.515092,0.0986594,0.688453,0.888525,0.611717,0.752373,93,224,156,194,53,28,128,164,
56,0.607003,0.515092,0.123967,0.688453,0.378878,0.611717,0.763533,137,194,165,205,53,28,128,164,
57,0.757011,0.515092,0.135187,0.688453,0.469681,0.611717,0.738336,70,206,153,197,53,28,128,164,
58,0.564883,0.515092,0.261393,0.688453,0.552863,0.611717,0.757886,128,196,160,208,53,28,128,164,
59,0.276391,0.399315,0.728869,0.740561,0.815336,1.11214,0.816716,290,122,131,162,88,108,150,174,
60,0.121741,0.399315,1.08621,0.740561,0.80385,1.11214,0.859103,329,98,124,161,88,108,150,174,
61,0.23308,0.399315,0.33761,0.740561,0.697699,1.11214,0.85564,280,106,131,165,88,108,150,174,
62,0.00632869,0.399315,0.463218,0.740561,0.899325,1.11214,0.857748,256,122,114,151,88,108,150,174,
64,0.954099,0.602154,0.996206,0.92231,0.258092,0.61095,0.737876,266,158,103,136,81,50,196,259,
65,0.936461,0.602154,1.00758,0.92231,0.373148,0.61095,0.759459,260,152,105,140,81,50,196,259,
94,0.0870766,0.503243,0.735816,0.898678,1.18989,1.16089,0.842961,260,81,164,221,91,15,158,215,
98,1.01543,0.712649,0.986249,0.204823,0.34855,1.03088,0.720535,0,0,215,333,57,43,137,179,
99,0.553587,0.976841,0.990764,0.947688,0.581935,0.988472,0.760192,2,191,101,135,69,40,141,186,
101,0.598908,0.953681,0.637323,0.994097,0.55296,0.895632,0.768677,151,148,160,264,69,44,136,179,
102,0.0834808,0.953681,0.0306856,0.994097,0.612244,0.895632,0.753304,118,155,154,255,69,44,136,179,
103,0.0547063,0.953681,0.289404,0.994097,0.771077,0.895632,0.753193,131,174,135,209,69,44,136,179,
120,1.00477,0.858288,1.00786,0.992504,0.41001,0.349617,0.721515,80,147,128,173,74,46,114,135,
131,0.883251,0.152078,0.838884,0.904856,0.870276,0.554893,0.878743,453,73,104,147,44,31,120,150,
138,0.355003,0.887379,0.00905412,0.990473,0.438391,0.883371,0.839599,0,194,176,235,45,39,122,149,
139,0.330355,0.887379,0.746288,0.990473,0.752132,0.883371,0.843384,207,153,161,265,45,39,122,149,
143,0.286681,0.887379,0.903345,0.990473,0.384155,0.883371,0.713404,60,193,160,211,45,39,122,149,
180,0.452305,0.143234,0.922349,0.029736,0.50627,0.908574,0.673349,324,190,168,206,67,46,127,155,
181,0.167231,0.775069,0.372912,0.888404,0.891862,0.771424,0.634427,241,197,256,283,74,59,149,185,
182,0.398221,0.37665,1.00458,0.808683,0.426524,0.93423,0.745217,311,218,227,262,67,40,135,168,
183,0.630356,0.37665,0.970485,0.808683,0.0160275,0.93423,0.728925,280,148,259,332,67,40,135,168,
195,0.0976979,0.0982746,0.772271,0.12985,0.87393,0.831137,0.686549,383,254,101,142,55,37,103,128,
197,0.335309,0.0982746,1.02034,0.12985,1.00554,0.831137,0.689981,384,253,108,149,55,37,103,128,
218,0.410286,0.38935,0.0341513,0.999127,0.559909,1.05224,0.700195,0,86,118,201,52,0,121,138,
221,0.159389,0.507877,0.379744,0.558488,0.791765,1.02569,0.717704,0,166,201,272,55,48,117,146,
222,0.527661,0.507877,0.101447,0.558488,0.778926,1.02569,0.72354,41,54,254,382,55,48,117,146,
235,0.912077,0.881299,0.961089,1.00648,0.566328,0.542359,0.743216,232,87,155,168,87,58,171,213,
237,0.728992,0.528528,0.0964417,0.680997,0.204649,0.90287,0.592334,403,195,119,154,34,42,153,190,
250,0.423802,0.794487,0.962707,0.940644,1.10628,0.950723,0.77898,492,299,116,147,62,50,140,169,
266,0.866022,0.761707,0.942162,0.99803,1.02894,0.486841,0.633989,455,199,105,133,77,57,276,315,
283,0.162418,0.488565,0.797035,0.589512,0.47862,0.665715,0.790884,283,231,171,233,67,33,192,233,
308,0.170292,0.132182,0.142446,0.843132,0.774582,1.08909,0.741984,498,158,134,188,79,54,160,201,
313,0.0660252,0.440163,1.11253,0.482269,0.564508,0.36655,0.68756,162,299,142,181,82,73,165,208,
314,0.117474,0.440163,0.261933,0.482269,0.33126,0.36655,0.736425,225,262,264,218,82,73,165,208,
315,0.74697,0.440163,1.02433,0.482269,1.14246,0.36655,0.749805,409,247,165,225,82,73,165,208,
321,0.447552,0.440163,0.898112,0.482269,1.07583,0.36655,0.71711,42,278,195,202,82,73,165,208,
336,0.88123,0.857323,0.245134,0.964714,0.55251,1.08068,0.65212,188,0,293,385,67,46,107,135,
344,0.276434,0.0247762,0.926496,0.799145,0.395603,1.25978,0.736066,0,256,108,147,107,62,166,216,
346,1.0172,0.921045,0.982636,0.461775,0.264959,0.502678,0.688867,329,71,250,308,40,27,109,134,
351,0.418683,0.557536,0.509805,0.740241,0.347694,0.828275,0.710874,526,73,114,169,98,78,203,248,
357,0.538717,0.728372,0.676549,0.850074,0.528767,0.881049,0.837591,11,170,103,127,50,41,133,173,
358,0.940971,0.942531,0.465121,0.929916,1.26046,0.719186,0.692118,325,89,145,180,54,36,119,151,
368,0.992528,0.847911,0.829423,0.76997,0.0620568,0.9268,0.632286,211,61,227,288,69,38,112,138,
374,0.300287,0.317264,0.0366116,0.937726,1.43939,0.869734,0.788273,292,288,136,180,68,20,186,254,
382,0.143858,0.745715,0.577646,0.0437831,0.307823,0.723006,0.798637,183,227,102,156,57,34,136,174,
386,0.36215,0.762656,0.634113,1.015,0.393175,1.55798,0.795548,41,354,103,126,49,25,112,145,
388,0.0302952,0.762656,0.914011,1.015,0.553063,1.55798,0.763931,57,264,105,133,49,25,112,145,
430,0.805206,0.033093,0.264104,0.891794,0.30694,0.262723,0.566459,304,65,178,243,70,50,141,177,
450,0.0182414,0.122999,1.04014,0.82978,0.571847,0.661538,0.673424,153,226,104,130,50,39,106,129,
451,0.0183611,0.122999,0.679295,0.82978,0.991939,0.661538,0.840772,54,202,100,140,50,39,106,129,
457,0.687269,0.122999,0.00256684,0.82978,0.545593,0.661538,0.840294,451,56,162,249,50,39,106,129,
458,0.335911,0.122999,0.420837,0.82978,0.266656,0.661538,0.861782,338,153,128,197,50,39,106,129,
465,0.456452,0.122999,0.789194,0.82978,0.943329,0.661538,0.795279,490,161,150,227,50,39,106,129,
466,0.245213,0.122999,0.278555,0.82978,0.908478,0.661538,0.791522,491,168,149,239,50,39,106,129,
467,0.315312,0.122999,0.45189,0.82978,0.638466,0.661538,0.822467,478,165,162,231,50,39,106,129,
468,0.371215,0.122999,0.303548,0.82978,1.12922,0.661538,0.804817,455,156,185,254,50,39,106,129,
469,0.475022,0.122999,0.937573,0.82978,0.351466,0.661538,0.798778,449,154,191,253,50,39,106,129,
470,0.472091,0.122999,0.881616,0.82978,0.510005,0.661538,0.849148,455,156,185,242,50,39,106,129,
471,0.413336,0.122999,0.861878,0.82978,0.930373,0.661538,0.815777,457,158,183,252,50,39,106,129,
483,0.775509,0.122999,0.374866,0.82978,0.541042,0.661538,0.839635,441,198,105,149,50,39,106,129,
508,0.224374,0.122999,0.485303,0.82978,0.0832965,0.661538,0.843151,440,72,128,214,50,39,106,129,
509,0.0815523,0.898523,0.146851,1.00578,0.762254,1.02689,0.900314,205,159,117,163,109,52,218,293,
585,0.0636678,0.720837,0.0840514,0.900045,1.10915,0.425526,0.789406,122,180,110,160,70,39,177,219,
586,0.270671,0.720837,0.666596,0.900045,0.973896,0.425526,0.774879,408,181,136,176,70,39,177,219,
587,0.747985,0.720837,0.987664,0.900045,1.22272,0.425526,0.770618,426,169,126,180,70,39,177,219,
588,0.770236,0.720837,0.813435,0.900045,0.87181,0.425526,0.796629,407,162,126,182,70,39,177,219,
598,-0.00644951,0.67557,0.951024,0.294409,0.536985,1.1028,0.781312,263,261,140,175,75,73,185,240,
602,0.0756427,0.858469,0.0167586,0.864159,0.564136,0.525754,0.85653,213,121,184,284,62,65,159,196,
605,0.0847782,0.317323,0.224898,0.96182,0.288522,1.11683,0.768927,189,155,150,204,41,43,122,171,
611,0.215086,0.441035,0.0618202,0.327055,1.01029,0.574502,0.906695,268,61,121,178,64,44,103,128,
623,0.464681,0.751988,0.937749,0.636943,1.02297,0.639886,0.860408,148,114,117,144,51,36,108,141,
632,-0.0129881,0.751988,0.208162,0.636943,0.384704,0.639886,0.525419,405,214,235,266,51,36,108,141,
633,0.71126,0.751988,0.700697,0.636943,0.512162,0.639886,0.853906,490,239,130,179,51,36,108,141,
634,0.397026,0.751988,0.542483,0.636943,0.826154,0.639886,0.872879,492,264,115,150,51,36,108,141,
635,0.691252,0.751988,1.00835,0.636943,0.976699,0.639886,0.822324,333,266,104,141,51,36,108,141,
693,0.106325,0.435359,0.162617,0.611838,0.670837,0.407833,0.836389,279,116,157,213,47,38,175,218,
694,0.529433,0.435359,0.0576476,0.611838,0.810231,0.407833,0.833612,255,106,190,260,47,38,175,218,
695,0.983039,0.604177,1.01776,0.802362,0.494099,0.632879,0.803859,103,57,130,157,75,46,149,182,
696,0.982915,0.604177,0.968423,0.802362,0.436939,0.632879,0.771105,263,0,167,199,75,46,149,182,
697,0.868711,0.604177,0.840452,0.802362,0.360326,0.632879,0.734798,410,0,136,165,75,46,149,182,
709,0.433055,0.74898,0.802752,0.464832,1.23824,0.339227,0.78657,317,163,127,176,90,52,212,259,
722,0.630124,0.691175,0.140045,1.02105,0.264524,1.0007,0.688977,155,0,370,404,81,70,165,204,
730,0.75227,0.930411,0.39804,1.02839,1.25316,1.36233,0.794071,207,246,141,176,32,59,165,205,
732,0.191082,0.465798,0.696715,0.944589,1.04421,0.523794,0.549407,97,312,101,128,62,37,141,174,
736,0.800136,0.930411,0.0826299,1.02839,0.843682,1.36233,0.774886,53,101,157,197,32,59,165,205,
761,0.546285,0.471043,0.746095,0.184426,0.836529,0.704958,0.774302,118,240,130,167,93,61,225,284,
766,1.00846,0.780692,1.00338,0.903718,1.2404,1.11653,0.784908,354,91,148,174,95,60,112,147,
801,0.276775,0.454131,0.77498,0.883965,1.26793,1.16668,0.792443,0,58,162,219,90,85,171,212,
844,1.01377,0.0915365,0.572038,0.997198,0.590576,0.70874,0.719092,107,0,157,198,67,45,128,153,
846,0.952469,0.0915365,0.921757,0.997198,0.797051,0.70874,0.732374,103,24,116,150,67,45,128,153,
852,1.01409,0.0915365,0.897703,0.997198,0.577173,0.70874,0.733119,93,59,136,160,67,45,128,153,
856,0.916396,0.0915365,1.09154,0.997198,0.561779,0.70874,0.744186,26,35,141,174,67,45,128,153,
857,0.979715,0.0915365,0.964208,0.997198,0.700338,0.70874,0.741492,139,121,107,121,67,45,128,153,
863,0.986636,0.0915365,0.953006,0.997198,0.631816,0.70874,0.771231,172,51,133,165,67,45,128,153,
869,0.82478,0.0915365,0.894666,0.997198,1.16952,0.70874,0.704879,211,90,108,133,67,45,128,153,
871,0.993521,0.0915365,0.877063,0.997198,0.757644,0.70874,0.728987,157,109,103,121,67,45,128,153,
875,0.998248,0.0915365,0.976097,0.997198,0.623305,0.70874,0.735917,185,76,115,145,67,45,128,153,
877,0.449619,0.0915365,1.03944,0.997198,0.602532,0.70874,0.766633,174,24,143,177,67,45,128,153,
894,0.796603,0.0915365,1.06849,0.997198,0.8723,0.70874,0.668052,299,125,111,135,67,45,128,153,
905,0.0863411,0.194669,0.933652,0.857796,0.295794,1.28883,0.879232,88,169,111,156,112,78,219,279,
906,0.139129,0.194669,0.658258,0.857796,0.687972,1.28883,0.837712,1,156,136,200,112,78,219,279,
909,0.83869,0.194669,0.433104,0.857796,0.337893,1.28883,0.75425,12,113,117,158,112,78,219,279,
910,0.974182,0.194669,0.832122,0.857796,0.524354,1.28883,0.70186,0,132,103,123,112,78,219,279,
931,0.280164,0.249128,0.822618,0.894955,0.622112,0.501159,0.620915,357,124,283,356,72,54,223,282,
986,0.538854,0.249128,0.847695,0.894955,0.489242,0.501159,0.778389,249,223,163,206,72,54,223,282,
987,0.974927,0.466623,0.00416666,0.709881,0.407728,0.570087,0.741678,222,120,215,281,105,72,233,292,
988,1.00434,0.466623,0.0237425,0.709881,0.0781246,0.570087,0.745528,249,123,226,289,105,72,233,292,
989,0.62859,0.466623,0.0116153,0.709881,0.340795,0.570087,0.699033,277,192,176,243,105,72,233,292,
990,1.00295,0.466623,0.117665,0.709881,-0.0340416,0.570087,0.711867,345,134,222,292,105,72,233,292,
991,0.862523,0.466623,0.112218,0.709881,0.461796,0.570087,0.679752,158,166,199,269,105,72,233,292,
992,0.949026,0.466623,-0.0149628,0.709881,0.232101,0.570087,0.702627,159,90,242,318,105,72,233,292,
993,1.01216,0.466623,0.0318374,0.709881,0.025557,0.570087,0.723216,287,65,275,380,105,72,233,292,
998,0.581943,0.728306,0.666846,1.01216,0.541509,1.16198,0.874628,200,190,130,164,118,49,245,322,
999,0.161627,0.728306,0.992429,1.01216,1.37016,1.16198,0.938046,293,212,103,136,118,49,245,322,
1000,0.829113,0.728306,0.774232,1.01216,0.272857,1.16198,0.865078,231,82,195,240,118,49,245,322,
1001,0.0566178,0.728306,0.80218,1.01216,0.455123,1.16198,0.9081,272,97,167,220,118,49,245,322,
1002,0.0529255,0.728306,1.19051,1.01216,0.593856,1.16198,0.717616,248,121,173,217,118,49,245,322,
1003,-0.00506918,0.728306,0.395638,1.01216,0.48435,1.16198,0.760119,249,109,156,209,118,49,245,322,
1004,0.0559965,0.728306,0.876571,1.01216,0.450993,1.16198,0.886196,215,67,210,268,118,49,245,322,
1005,0.0587236,0.728306,0.131433,1.01216,0.496269,1.16198,0.735934,238,90,184,238,118,49,245,322,
1009,0.0554146,0.728306,0.0536756,1.01216,0.489213,1.16198,0.918208,160,110,152,215,118,49,245,322,
1011,0.451199,0.728306,0.968149,1.01216,0.274901,1.16198,0.858849,141,118,152,201,118,49,245,322,
1012,0.358424,0.728306,0.120571,1.01216,0.596044,1.16198,0.934317,147,128,153,203,118,49,245,322,
1013,0.00398824,0.728306,1.00213,1.01216,1.02763,1.16198,0.921756,393,215,106,142,118,49,245,322,
1014,-0.0105503,0.728306,0.984446,1.01216,0.386942,1.16198,0.921339,342,179,124,185,118,49,245,322,
1015,0.0118896,0.728306,0.982583,1.01216,1.11644,1.16198,0.90807,358,199,114,155,118,49,245,322,
1016,0.227506,0.728306,0.894855,1.01216,1.24728,1.16198,0.95333,366,203,100,149,118,49,245,322,
1021,0.403439,0.656756,0.939666,0.991639,0.966237,1.31397,0.657066,49,338,102,130,135,103,273,334,
1022,0.0428555,0.689714,0.931203,0.855384,1.02967,0.830756,0.769424,519,193,121,197,164,64,296,378,
1023,0.943227,0.689714,0.725346,0.855384,0.515328,0.830756,0.775525,214,106,128,200,164,64,296,378,
1024,0.22377,0.689714,0.0177009,0.855384,0.351721,0.830756,0.776051,221,97,130,217,164,64,296,378,
1025,0.156571,0.689714,0.0262897,0.855384,0.533226,0.830756,0.778881,216,102,131,206,164,64,296,378,
1026,0.12562,0.689714,-0.00255106,0.855384,0.371998,0.830756,0.758091,232,121,141,215,164,64,296,378,
1027,0.965674,0.689714,0.716387,0.855384,1.12357,0.830756,0.766984,244,98,131,193,164,64,296,378,
1029,0.690851,0.879962,0.955269,0.811269,0.959671,0.383471,0.647035,69,72,151,200,93,116,326,392,
1046,0.315833,0.801869,0.0223978,0.881302,1.04286,1.47463,0.840582,162,219,103,144,158,81,411,520,
1048,0.985332,0.972642,1.00823,1.08348,-0.0120654,1.0335,0.815959,274,14,169,223,153,102,320,417,
1049,0.9695,0.972642,0.992033,1.08348,0.468811,1.0335,0.792042,232,126,103,142,153,102,320,417,
1052,0.284177,0.920199,0.178461,0.420659,0.00507784,0.430773,0.713402,216,222,115,162,110,0,221,278,
1056,0.070604,0.871386,0.476543,0.975469,0.930085,0.876133,0.845677,0,181,152,188,51,24,110,146,
1076,0.962768,0.224252,0.544557,0.970999,1.65646,1.19603,0.784992,58,15,202,260,124,75,331,469,
1077,0.246612,0.224252,0.113966,0.970999,1.5072,1.19603,0.829793,53,115,119,167,124,75,331,469,
1082,0.102736,0.540094,0.589006,0.0694558,0.528223,0.999938,0.843898,388,104,140,174,68,96,283,346,
1086,0.971092,0.640171,0.675917,0.870398,0.952391,0.32275,0.636688,82,256,112,139,76,0,264,302,
1142,1.00217,0.770334,1.05095,0.923907,0.775524,0.873669,0.689039,121,146,157,197,75,49,157,191,
1143,0.479953,0.770334,1.00414,0.923907,0.794614,0.873669,0.68867,105,167,162,199,75,49,157,191,
1144,0.307879,0.770334,0.845562,0.923907,0.51416,0.873669,0.666761,211,233,106,142,75,49,157,191,
1149,1.0244,0.961073,0.989484,0.974584,0.337568,0.857661,0.798583,73,83,219,284,61,22,112,148,
1151,0.984278,1.01832,1.00666,1.02215,0.323617,0.166026,0.761569,432,22,163,229,50,52,276,355,
1152,0.979474,1.01832,0.994985,1.02215,0.334862,0.166026,0.749975,207,158,104,136,50,52,276,355,
1153,1.00922,1.01832,0.978773,1.02215,0.377107,0.166026,0.731913,498,73,135,182,50,52,276,355,
1156,0.985995,1.01832,0.976129,1.02215,0.527077,0.166026,0.787926,279,100,135,169,50,52,276,355,
1157,0.763373,1.01832,1.0013,1.02215,0.0561823,0.166026,0.78873,167,85,140,191,50,52,276,355,
1159,0.945806,1.01832,1.0157,1.02215,0.451167,0.166026,0.755175,248,143,113,155,50,52,276,355,
1160,0.990657,1.01832,0.995458,1.02215,0.461505,0.166026,0.779724,196,37,175,241,50,52,276,355,
1161,0.999461,1.01832,0.987765,1.02215,0.394633,0.166026,0.74711,262,49,163,227,50,52,276,355,
1168,0.975365,0.213034,0.942704,0.946626,0.499316,1.19339,0.458984,200,245,141,161,64,59,113,143,
1173,0.345816,0.832185,0.98697,1.00366,0.562564,0.552078,0.685241,326,98,107,133,128,46,285,363,
1183,1.01241,0.84364,0.424948,1.00653,0.358802,0.569631,0.778729,240,102,156,194,79,21,122,152,
1184,1.06317,0.84364,-0.0241159,1.00653,0.068613,0.569631,0.78599,184,4,214,268,79,21,122,152,
1185,0.963584,0.84364,0.671048,1.00653,0.318478,0.569631,0.791411,147,56,191,241,79,21,122,152,
1186,0.84638,0.84364,0.66355,1.00653,0.411461,0.569631,0.773658,96,100,159,223,79,21,122,152,
1192,0.902771,0.535442,0.94983,0.013701,0.891044,0.527392,0.705643,453,237,111,137,66,42,125,158,
1213,0.395248,0.339707,0.872083,1.00979,0.624939,0.751666,0.921735,113,98,206,275,70,63,164,238,
1221,0.510897,0.339707,0.888767,1.00979,1.22318,0.751666,0.970102,356,277,105,130,70,63,164,238,
1224,0.0223845,0.883688,0.710149,0.645088,-0.115474,0.769355,0.763892,343,212,162,207,57,0,110,132,
1231,0.948388,0.855341,0.892387,0.0278406,0.296289,1.3137,0.733971,314,255,128,178,77,41,157,204,
1232,0.944636,0.855341,0.427383,0.0278406,0.217413,1.3137,0.716068,405,227,163,223,77,41,157,204,
1233,0.265244,0.855341,0.033203,0.0278406,0.397363,1.3137,0.703377,394,261,121,164,77,41,157,204,
1234,0.862884,0.855341,0.220849,0.0278406,0.27955,1.3137,0.747329,278,207,158,209,77,41,157,204,
1247,0.680721,0.359438,0.569972,0.347124,1.18343,1.0382,0.706275,40,268,111,141,59,49,117,142,
1248,0.142235,0.359438,0.00930253,0.347124,0.274799,1.0382,0.72863,440,79,200,366,59,49,117,142,
1249,0.816812,0.359438,0.951264,0.347124,0.529004,1.0382,0.737126,0,173,244,307,59,49,117,142,
1250,0.457873,0.359438,0.29012,0.347124,0.442595,1.0382,0.80543,247,256,115,164,59,49,117,142,
1251,0.18722,0.359438,0.302719,0.347124,0.405115,1.0382,0.745966,204,234,134,190,59,49,117,142,
1252,0.0834016,0.359438,0.356371,0.347124,0.733966,1.0382,0.819468,184,236,153,195,59,49,117,142,
1253,0.0813024,0.359438,0.125154,0.347124,0.423169,1.0382,0.741289,195,243,130,185,59,49,117,142,
1254,0.314745,0.359438,0.857719,0.347124,0.24318,1.0382,0.751683,274,276,116,171,59,49,117,142,
1255,0.353782,0.359438,0.904869,0.347124,1.06959,1.0382,0.817754,346,286,138,176,59,49,117,142,
1256,0.174871,0.359438,0.712257,0.347124,0.938006,1.0382,0.794315,225,278,112,156,59,49,117,142,
1257,0.351371,0.359438,0.210705,0.347124,1.41733,1.0382,0.821601,240,271,143,181,59,49,117,142,
1260,1.01422,0.962484,0.009286,-0.00379834,0.461802,0.539516,0.641505,327,165,123,170,68,50,120,153,
1261,1.0038,0.962484,-0.0159858,-0.00379834,0.147944,0.539516,0.635555,213,130,217,287,68,50,120,153,
1263,1.0127,0.962484,-0.0227289,-0.00379834,0.302116,0.539516,0.621788,265,145,148,182,68,50,120,153,
1264,0.656235,0.962484,0.0211886,-0.00379834,0.453828,0.539516,0.623767,297,141,145,182,68,50,120,153,
1265,1.04411,0.819472,0.0897629,0.053221,0.351968,1.00563,0.782828,85,171,177,217,76,56,167,208,
1266,0.607008,0.939131,0.421526,0.799627,1.12266,0.734753,0.614424,121,249,115,144,86,54,198,261,
1267,0.107652,0.939131,0.772006,0.799627,1.07354,0.734753,0.637667,28,224,169,210,86,54,198,261,
1268,0.975473,1.02584,0.0550635,0.667878,0.502548,0.50798,0.723547,313,143,169,208,75,42,108,135,
1269,0.978062,0.819472,0.0241006,0.053221,0.385211,1.00563,0.751762,269,262,103,130,76,56,167,208,
1270,0.765671,0.819472,0.0134455,0.053221,0.387271,1.00563,0.741369,108,135,207,260,76,56,167,208,
1272,0.445105,0.534234,0.228339,0.190449,0.882486,1.1979,0.778481,292,213,147,181,52,40,112,132,
1275,0.427929,0.632725,0.788846,1.00342,0.51662,0.914798,0.688022,244,101,124,207,47,38,108,129,
1278,0.984486,0.957204,0.0939203,0.158209,0.3408,0.598475,0.792191,210,153,145,195,46,34,153,192,
1280,1.02165,0.963815,0.871113,1.00262,0.300036,0.599062,0.822884,269,183,152,195,76,23,169,213,
1281,0.961879,0.963815,0.627106,1.00262,0.479362,0.599062,0.796257,286,132,154,202,76,23,169,213,
1282,0.773591,0.963815,0.992853,1.00262,0.64851,0.599062,0.802713,258,91,128,159,76,23,169,213,
1283,0.957709,0.963815,0.953593,1.00262,0.249546,0.599062,0.807213,245,74,137,170,76,23,169,213,
1285,0.0750328,0.358462,1.06096,0.971488,0.198015,1.13767,0.916145,44,234,104,154,73,56,143,192,
1287,0.108412,0.358462,0.559492,0.971488,0.478746,1.13767,0.938117,72,274,104,151,73,56,143,192,
1288,0.486575,0.358462,0.674288,0.971488,0.592892,1.13767,0.918613,69,220,105,157,73,56,143,192,
1290,0.147202,0.358462,0.713426,0.971488,0.779429,1.13767,0.964692,83,230,108,161,73,56,143,192,
1291,0.148821,0.358462,0.0734517,0.971488,0.476435,1.13767,0.950504,83,257,100,150,73,56,143,192,
1293,0.233815,0.358462,0.0943756,0.971488,1.235,1.13767,0.955993,81,262,107,167,73,56,143,192,
1296,0.549303,0.358462,0.0365269,0.971488,0.593637,1.13767,0.810592,72,253,118,168,73,56,143,192,
1297,0.230537,0.358462,0.897657,0.971488,0.844223,1.13767,0.938218,78,227,112,167,73,56,143,192,
1300,0.18705,0.358462,0.854922,0.971488,0.819791,1.13767,0.943414,204,235,122,167,73,56,143,192,
1304,0.327246,0.258435,0.70596,0.869596,0.270464,1.3975,0.665245,18,201,104,149,59,39,116,175,
1317,0.680371,0.491621,0.666581,0.727702,0.758454,0.510492,0.668809,0,127,109,140,94,98,212,277,
1322,0.96332,0.76677,0.906058,1.03832,0.584201,1.18451,0.6564,167,260,125,194,56,0,116,147,
