pair,age_left,age_right,gender_left,gender_right,quality_left,quality_right,liklihood,boxlx,boxly,boxlwidth,boxlheight,boxrx,boxry,boxrwidth,boxrheight
218,0.722972,0.335971,0.0360935,0.972133,0.603626,0.956223,0.702501,0,88,117,205,51,0,121,138,
221,0.182395,0.43721,0.456031,0.60997,0.899166,1.03116,0.682238,0,166,201,271,54,46,119,147,
222,0.333055,0.43721,0.0221348,0.60997,0.829789,1.03116,0.690403,50,53,241,363,54,46,119,147,
235,0.954394,0.824886,0.948295,0.999175,0.737196,0.650125,0.744236,233,90,153,167,88,57,169,213,
241,0.119609,0.761246,0.0931655,1.02272,0.587072,0.552458,0.768958,292,120,102,138,83,36,260,327,
242,0.286694,0.761246,0.98857,1.02272,0.53007,0.552458,0.72527,393,160,113,134,83,36,260,327,
250,0.506358,0.850153,0.981047,0.900385,1.11411,0.968908,0.804065,492,298,116,147,62,50,140,168,
266,0.575013,0.418829,0.878579,0.924242,1.05322,0.491217,0.665425,455,212,100,125,93,86,223,286,
287,0.064539,0.568497,1.067,0.966067,1.18259,0.593896,0.701432,511,278,116,147,76,57,156,196,
288,0.782003,0.568497,0.461991,0.966067,1.01357,0.593896,0.685107,501,264,139,207,76,57,156,196,
308,0.234343,0.125958,0.643973,0.79748,0.87005,1.1733,0.729225,500,147,140,199,76,54,163,205,
313,0.707068,0.295393,0.964853,0.745529,0.589657,0.394126,0.546473,164,312,132,168,81,73,166,206,
321,0.156527,0.295393,0.920797,0.745529,0.879,0.394126,0.690147,42,278,193,202,81,73,166,206,
336,0.884027,0.857107,0.418786,0.959747,0.443013,1.10851,0.650983,190,3,291,380,67,46,107,135,
344,0.0874701,0.302469,0.914792,0.848366,0.198388,1.06205,0.738195,0,257,111,150,110,64,165,212,
346,1.01546,0.912505,0.982496,0.514843,0.269712,0.478374,0.694656,330,71,245,306,41,26,109,132,
351,0.503509,0.461003,0.661944,0.869913,0.390361,0.837463,0.698592,525,74,115,165,96,78,203,248,
357,0.53931,0.477843,0.675321,0.450204,0.54633,1.08749,0.840262,11,170,103,127,52,43,132,170,
358,0.957546,0.812318,0.0334396,0.442254,1.21108,0.573796,0.681498,326,86,143,175,57,34,123,149,
368,0.983549,0.790463,0.806915,0.323839,0.0269145,0.930453,0.632217,209,57,233,297,68,37,112,139,
374,0.491875,0.327228,0.0820664,0.848358,1.55278,0.637873,0.803486,293,286,136,179,71,14,181,260,
382,0.0379981,0.929475,0.655753,0.835254,0.517512,1.10028,0.806827,183,227,101,155,51,37,136,171,
386,0.78337,0.530868,0.900997,0.908624,0.919902,1.19993,0.757085,55,344,112,136,52,28,108,141,
430,0.672919,0.0199944,0.604173,0.629751,0.197784,0.606338,0.648947,296,70,186,243,61,37,154,192,
432,0.547604,0.315602,0.750529,0.995679,0.194333,1.27265,0.867165,337,129,138,180,67,45,190,241,
509,0.0517681,0.434121,0.153169,0.989472,0.568336,0.948707,0.925244,205,159,117,164,109,51,217,293,
544,0.0497219,0.876511,0.902236,0.93463,0.748814,0.976375,0.519438,190,48,171,227,62,45,113,138,
545,0.0916968,0.876511,0.413705,0.93463,0.217756,0.976375,0.52546,181,20,229,285,62,45,113,138,
585,0.0585145,0.906016,0.0878781,0.927765,1.11844,0.494107,0.75758,122,180,110,160,71,39,178,218,
586,0.640532,0.906016,0.718132,0.927765,0.870153,0.494107,0.744605,409,180,137,176,71,39,178,218,
587,0.840471,0.906016,0.944739,0.927765,0.994293,0.494107,0.743927,427,171,124,176,71,39,178,218,
588,0.611974,0.906016,1.04016,0.927765,1.06757,0.494107,0.750469,408,170,117,170,71,39,178,218,
598,0.0156947,0.633603,0.0229907,0.279078,0.434911,0.870862,0.570417,257,249,161,211,77,73,186,240,
602,0.0726917,0.916153,0.0434716,0.753768,0.433796,0.532448,0.869885,217,127,182,276,61,69,155,193,
605,0.100512,0.529327,0.13744,0.8257,0.281967,0.863317,0.794721,194,158,143,194,40,43,122,171,
623,0.696129,0.673497,0.483542,0.905925,0.868068,0.856621,0.823325,149,114,116,144,51,37,108,141,
632,0.0168934,0.673497,0.303259,0.905925,0.462111,0.856621,0.50136,407,219,233,261,51,37,108,141,
633,0.493838,0.673497,1.00548,0.905925,0.455652,0.856621,0.815676,486,239,132,181,51,37,108,141,
634,0.394131,0.673497,0.536546,0.905925,0.829682,0.856621,0.83054,492,264,114,150,51,37,108,141,
693,0.807879,0.244401,1.03594,0.61088,0.591819,0.525271,0.842073,289,120,159,215,52,34,174,219,
694,0.235875,0.244401,0.529521,0.61088,0.952711,0.525271,0.828748,246,98,191,265,52,34,174,219,
695,0.956218,0.648467,1.01523,0.967072,0.439686,0.746052,0.815184,95,54,137,167,75,45,150,183,
696,0.969845,0.648467,0.964852,0.967072,0.518984,0.746052,0.789592,278,11,146,176,75,45,150,183,
697,0.82234,0.648467,0.98486,0.967072,0.392232,0.746052,0.733223,407,2,134,163,75,45,150,183,
709,0.907779,0.633072,0.956962,0.0211923,1.41451,0.413084,0.772556,325,176,119,158,80,41,233,281,
722,0.0533644,0.685243,0.920988,1.02262,0.421783,1.0021,0.731571,106,0,407,458,81,70,164,204,
730,0.730954,0.951439,0.550233,1.01914,1.29953,1.30141,0.768885,209,247,139,174,32,59,165,204,
732,0.18384,0.322478,0.677614,1.02563,1.06386,0.411113,0.565042,97,312,102,128,60,34,145,179,
736,0.840161,0.951439,0.0403359,1.01914,0.808809,1.30141,0.757962,45,89,167,206,32,59,165,204,
761,0.726838,0.462207,0.413689,0.246186,0.876539,0.666908,0.763474,117,236,132,171,92,58,229,287,
770,0.797984,0.53779,0.827964,0.982042,0.754289,0.552298,0.721711,291,103,152,183,73,65,119,144,
780,0.329415,0.485192,0.730342,0.764313,0.70158,0.753321,0.626598,0,43,140,170,106,57,236,308,
801,0.407636,0.226884,0.709772,0.601861,0.931845,1.17114,0.924467,0,58,162,220,101,100,117,151,
844,1.01574,0.165451,0.733359,1.00989,0.575329,0.515531,0.726398,107,0,157,198,71,63,119,152,
846,0.952556,0.165451,0.911076,1.00989,0.760879,0.515531,0.724718,103,24,116,150,71,63,119,152,
852,1.01396,0.165451,1.0087,1.00989,0.57207,0.515531,0.72802,92,58,137,162,71,63,119,152,
856,0.914526,0.165451,0.762955,1.00989,0.524693,0.515531,0.709826,27,33,139,175,71,63,119,152,
857,0.974856,0.165451,0.950775,1.00989,0.632467,0.515531,0.719778,140,127,100,118,71,63,119,152,
863,0.95144,0.165451,0.846178,1.00989,0.580813,0.515531,0.71667,172,51,133,165,71,63,119,152,
865,0.951785,0.165451,1.058,1.00989,0.591792,0.515531,0.723133,205,121,100,120,71,63,119,152,
869,0.808403,0.165451,0.881296,1.00989,1.16816,0.515531,0.673714,211,90,108,133,71,63,119,152,
871,0.993139,0.165451,0.870878,1.00989,0.766472,0.515531,0.707066,154,110,110,127,71,63,119,152,
875,0.981531,0.165451,0.974053,1.00989,0.553812,0.515531,0.727987,192,85,106,129,71,63,119,152,
877,0.770379,0.165451,1.05036,1.00989,0.595043,0.515531,0.719572,169,23,147,185,71,63,119,152,
905,0.310328,0.249872,0.801787,0.7955,0.396995,1.2622,0.863752,88,172,105,142,111,75,224,283,
906,0.225624,0.249872,0.796077,0.7955,0.580619,1.2622,0.843474,1,156,137,200,111,75,224,283,
931,0.498745,0.313171,0.868993,0.905641,0.275016,0.609842,0.69862,361,112,279,368,68,56,223,281,
986,0.578013,0.313171,0.756112,0.905641,0.573517,0.609842,0.764783,237,216,173,211,68,56,223,281,
987,0.940861,0.313536,0.0230713,0.670065,0.332662,0.623628,0.734855,219,118,218,284,100,67,233,293,
988,0.993438,0.313536,0.0102448,0.670065,0.0256041,0.623628,0.734681,263,120,222,292,100,67,233,293,
989,0.803097,0.313536,0.0128109,0.670065,0.498702,0.623628,0.698851,282,194,178,239,100,67,233,293,
990,1.00093,0.313536,0.0579665,0.670065,0.064207,0.623628,0.712699,346,125,223,306,100,67,233,293,
991,0.923893,0.313536,0.0337875,0.670065,0.308208,0.623628,0.674811,141,138,217,314,100,67,233,293,
992,0.948011,0.313536,0.00112109,0.670065,0.0938873,0.623628,0.702763,176,108,229,286,100,67,233,293,
993,0.984903,0.313536,0.00254922,0.670065,0.210301,0.623628,0.720978,282,66,267,367,100,67,233,293,
998,0.452053,0.624957,0.938688,0.931886,0.487103,1.14242,0.824328,205,199,124,156,122,50,245,322,
999,0.262989,0.624957,1.03579,0.931886,1.36025,1.14242,0.892371,294,205,114,145,122,50,245,322,
1000,0.084182,0.624957,0.268252,0.931886,0.5345,1.14242,0.944657,248,114,155,195,122,50,245,322,
1001,0.0429652,0.624957,0.395178,0.931886,0.500816,1.14242,0.773249,265,103,160,214,122,50,245,322,
1002,0.0786533,0.624957,0.736946,0.931886,0.866879,1.14242,0.882599,241,76,175,225,122,50,245,322,
1003,-0.0156157,0.624957,0.91183,0.931886,0.60943,1.14242,0.79406,247,108,159,206,122,50,245,322,
1004,0.00847544,0.624957,0.352828,0.931886,0.471011,1.14242,0.912863,216,68,215,266,122,50,245,322,
1005,0.615308,0.624957,1.08763,0.931886,0.328765,1.14242,0.675496,249,116,164,215,122,50,245,322,
1009,0.747059,0.624957,0.97353,0.931886,0.512278,1.14242,0.894225,166,110,145,211,122,50,245,322,
1010,0.0608981,0.624957,0.871419,0.931886,0.465504,1.14242,0.885928,133,125,160,213,122,50,245,322,
1011,0.19579,0.624957,0.969455,0.931886,0.138422,1.14242,0.81612,138,112,160,207,122,50,245,322,
1012,0.0825755,0.624957,0.0526399,0.931886,0.760464,1.14242,0.895797,141,118,163,214,122,50,245,322,
1013,0.407837,0.624957,0.477377,0.931886,0.757455,1.14242,0.937065,382,205,117,155,122,50,245,322,
1014,0.109633,0.624957,0.656873,0.931886,1.33859,1.14242,0.944565,337,186,120,166,122,50,245,322,
1015,0.0265183,0.624957,0.862943,0.931886,0.63599,1.14242,0.908418,361,191,119,165,122,50,245,322,
1022,0.0458129,0.660756,0.794701,0.852747,1.13982,0.81954,0.809105,517,189,123,200,160,67,295,374,
1023,0.436108,0.660756,0.00665106,0.852747,0.718554,0.81954,0.831754,215,103,119,193,160,67,295,374,
1024,0.128801,0.660756,0.0319952,0.852747,0.406231,0.81954,0.83607,222,100,132,217,160,67,295,374,
1025,0.293576,0.660756,0.763449,0.852747,0.663517,0.81954,0.848474,222,101,126,204,160,67,295,374,
1026,0.016364,0.660756,0.0399709,0.852747,0.886986,0.81954,0.727293,245,124,126,184,160,67,295,374,
1027,0.999647,0.660756,0.737763,0.852747,1.28642,0.81954,0.832617,249,102,126,180,160,67,295,374,
1029,0.419411,0.337783,0.982546,0.522417,1.20946,0.389178,0.6321,63,72,151,198,98,119,324,392,
1046,0.421634,0.517866,0.315146,0.866635,1.12049,1.5128,0.876715,157,214,108,152,162,87,406,513,
1048,0.988305,0.971885,1.00945,1.14011,0.0654902,0.905312,0.805432,277,19,169,221,161,106,314,403,
1049,0.971392,0.971885,1.01226,1.14011,0.447881,0.905312,0.782748,231,127,105,142,161,106,314,403,
1056,0.0753814,0.884894,0.5408,0.71651,0.879285,1.045,0.845051,0,180,155,188,50,24,109,145,
1076,0.810169,0.317577,0.918609,0.978563,1.37958,1.11064,0.828549,60,16,195,252,131,81,324,456,
1077,0.106987,0.317577,0.0381834,0.978563,1.46855,1.11064,0.830358,47,118,116,154,131,81,324,456,
1082,0.0261551,0.542061,0.0134046,0.0494417,0.823161,1.01477,0.893338,385,109,131,163,66,93,286,346,
1086,0.977521,0.547907,0.610243,0.980032,1.08824,0.447291,0.663168,82,256,113,140,85,0,258,296,
1142,1.02956,0.905504,1.07097,0.983196,0.815163,0.789185,0.694629,121,145,157,198,72,46,161,194,
1143,0.440284,0.905504,0.969011,0.983196,0.720084,0.789185,0.714527,102,167,165,197,72,46,161,194,
1144,0.579614,0.905504,1.08899,0.983196,0.566991,0.789185,0.657677,213,235,106,141,72,46,161,194,
1149,1.06147,0.998362,0.967803,0.979209,0.251038,0.853491,0.805648,82,81,222,290,61,21,112,148,
1151,0.992791,0.959729,1.0067,0.967855,0.518056,0.265659,0.775854,434,25,159,222,56,55,263,333,
1152,0.975976,0.959729,0.995712,0.967855,0.356193,0.265659,0.760612,199,140,122,164,56,55,263,333,
1153,1.00562,0.959729,0.98103,0.967855,0.392608,0.265659,0.749756,499,73,134,182,56,55,263,333,
1156,1.00708,0.959729,1.00723,0.967855,0.32147,0.265659,0.793539,280,99,135,164,56,55,263,333,
1157,0.899865,0.959729,0.981263,0.967855,-0.0216284,0.265659,0.791146,164,87,145,192,56,55,263,333,
1159,0.97444,0.959729,1.03143,0.967855,0.299002,0.265659,0.767092,252,147,111,148,56,55,263,333,
1160,0.978067,0.959729,0.977419,0.967855,0.437924,0.265659,0.78661,201,40,174,236,56,55,263,333,
1161,0.989493,0.959729,1.01215,0.967855,0.295032,0.265659,0.753038,254,49,174,232,56,55,263,333,
1162,0.317166,0.435981,1.04283,0.969376,0.394038,1.27183,0.74199,467,191,101,135,78,59,158,219,
1163,0.970213,0.959729,1.01162,0.967855,0.558499,0.265659,0.784559,313,166,104,141,56,55,263,333,
1166,1.0344,0.244054,0.233944,0.500015,0.283218,1.03241,0.748768,103,250,115,135,67,0,102,125,
1168,0.142459,0.154685,0.0924672,0.932536,0.684686,1.12251,0.914339,534,125,106,184,64,59,113,142,
1173,0.505261,0.930363,0.969607,0.99099,0.703345,0.448648,0.678581,327,100,104,130,130,49,282,361,
1183,1.00019,0.929111,0.472177,0.965878,0.230405,0.481947,0.771588,243,101,157,197,76,19,121,153,
1184,1.02388,0.929111,0.136548,0.965878,0.325271,0.481947,0.77575,180,0,212,273,76,19,121,153,
1185,0.882036,0.929111,0.840763,0.965878,0.278876,0.481947,0.800605,167,57,176,231,76,19,121,153,
1186,0.503588,0.929111,0.167525,0.965878,0.473521,0.481947,0.778398,104,120,155,210,76,19,121,153,
1192,0.851756,0.539035,1.02706,0.0134152,0.710373,0.534498,0.706702,453,238,111,136,66,42,125,158,
1202,0.588297,0.930363,1.03956,0.99099,0.508428,0.448648,0.629073,248,142,102,125,130,49,282,361,
1213,0.278344,0.448645,1.00921,1.03406,0.345685,0.779671,0.931935,100,88,222,296,71,63,163,237,
1221,0.777375,0.448645,0.94537,1.03406,1.31659,0.779671,0.971708,353,273,105,130,71,63,163,237,
1222,0.129598,0.448645,0.984486,1.03406,0.949521,0.779671,0.953719,385,266,100,129,71,63,163,237,
1224,0.154513,0.911039,0.900228,0.676378,-0.0530857,0.665535,0.770986,342,210,164,212,58,0,109,133,
1231,0.795569,0.820393,0.975416,0.0233485,0.406425,1.2485,0.740826,308,256,125,180,78,42,155,203,
1232,0.934953,0.820393,0.0943716,0.0233485,0.329613,1.2485,0.725471,405,238,168,222,78,42,155,203,
1233,0.19776,0.820393,0.105643,0.0233485,0.431549,1.2485,0.709577,394,261,121,164,78,42,155,203,
1234,0.51691,0.820393,0.521378,0.0233485,0.461889,1.2485,0.751695,282,210,153,203,78,42,155,203,
1241,0.0152565,0.436095,0.0925379,0.0570585,0.440968,0.983922,0.705361,181,257,108,150,54,34,130,170,
1247,0.771938,0.354757,0.480452,0.358768,1.16108,1.02702,0.700803,38,268,115,145,59,49,117,142,
1249,0.764285,0.354757,1.00626,0.358768,0.551925,1.02702,0.75702,0,172,249,308,59,49,117,142,
1250,-0.00306368,0.354757,0.410526,0.358768,0.993049,1.02702,0.808563,243,249,123,177,59,49,117,142,
1251,0.591518,0.354757,0.0293809,0.358768,0.782172,1.02702,0.752798,205,233,135,193,59,49,117,142,
1252,0.160305,0.354757,0.575305,0.358768,0.960249,1.02702,0.813009,190,231,145,193,59,49,117,142,
1253,0.194376,0.354757,0.0223311,0.358768,0.398268,1.02702,0.718757,201,243,128,181,59,49,117,142,
1254,0.0711092,0.354757,0.832784,0.358768,0.0314708,1.02702,0.758063,278,277,107,163,59,49,117,142,
1255,0.213349,0.354757,0.783134,0.358768,1.36938,1.02702,0.813884,347,284,138,179,59,49,117,142,
1256,0.405087,0.354757,0.26342,0.358768,0.609019,1.02702,0.716642,218,274,125,167,59,49,117,142,
1257,0.605401,0.354757,0.459416,0.358768,1.33474,1.02702,0.818195,241,274,141,175,59,49,117,142,
1260,1.03307,0.967523,-0.00524737,-0.00341752,0.451738,0.517951,0.6353,327,165,129,176,68,50,120,153,
1261,1.00716,0.967523,-0.0153819,-0.00341752,0.217817,0.517951,0.631924,200,124,231,297,68,50,120,153,
1263,1.01358,0.967523,-0.0233073,-0.00341752,0.306678,0.517951,0.622816,266,145,148,182,68,50,120,153,
1264,0.510894,0.967523,0.0380511,-0.00341752,0.467208,0.517951,0.6247,296,138,148,186,68,50,120,153,
1265,1.02372,0.861137,0.0709468,0.216408,0.314178,1.19255,0.789692,85,168,180,224,72,58,172,213,
1266,0.537534,0.951115,0.389395,0.892052,1.13594,0.588924,0.645744,122,239,119,147,92,52,196,264,
1267,0.0327596,0.951115,0.865275,0.892052,1.08524,0.588924,0.667791,31,227,166,206,92,52,196,264,
1268,0.978101,1.02372,0.0665735,0.660897,0.520843,0.529376,0.725811,315,147,168,205,74,42,110,135,
1269,0.994234,0.861137,0.0649948,0.216408,0.343674,1.19255,0.75951,260,262,113,127,72,58,172,213,
1270,0.918056,0.861137,0.0193503,0.216408,0.456541,1.19255,0.756541,108,137,212,267,72,58,172,213,
1272,0.451942,0.634519,0.319531,0.389557,0.730806,1.11045,0.78752,295,218,137,169,53,39,112,131,
1275,0.248679,0.711311,0.0323673,1.00693,0.416637,0.951906,0.728902,242,102,122,206,48,39,106,127,
1278,0.976556,0.977353,-0.00536311,0.0800043,0.343708,0.637966,0.791707,209,153,143,193,42,31,156,197,
1280,0.985651,0.952839,0.951947,0.994564,0.240236,0.746659,0.820389,265,184,156,205,77,24,172,217,
1281,0.991004,0.952839,0.778015,0.994564,0.430833,0.746659,0.777782,280,128,163,208,77,24,172,217,
1282,1.02541,0.952839,0.902913,0.994564,0.688806,0.746659,0.789064,252,77,134,164,77,24,172,217,
1283,1.00788,0.952839,1.01092,0.994564,0.581391,0.746659,0.789909,249,76,132,170,77,24,172,217,
1285,0.469059,0.228757,0.930768,0.981391,0.301989,1.11607,0.915081,44,234,104,154,73,55,143,193,
1287,-0.00254795,0.228757,0.468583,0.981391,0.523402,1.11607,0.946153,68,267,104,157,73,55,143,193,
1288,0.0703894,0.228757,0.929663,0.981391,0.684627,1.11607,0.924245,64,220,106,158,73,55,143,193,
1290,0.124136,0.228757,0.795409,0.981391,0.604363,1.11607,0.96446,84,232,106,157,73,55,143,193,
1291,0.0254666,0.228757,0.108675,0.981391,0.587241,1.11607,0.953978,83,257,100,150,73,55,143,193,
1293,0.192844,0.228757,1.00052,0.981391,0.987009,1.11607,0.963276,80,262,109,172,73,55,143,193,
1296,0.542838,0.228757,0.0679994,0.981391,0.491508,1.11607,0.8015,72,253,118,168,73,55,143,193,
1297,0.674558,0.228757,0.376939,0.981391,0.795171,1.11607,0.920977,75,225,111,163,73,55,143,193,
1300,0.183706,0.228757,0.85128,0.981391,0.819013,1.11607,0.943915,204,235,122,167,73,55,143,193,
1304,0.594258,0.310289,0.975143,0.819868,0.294185,1.40313,0.689653,14,195,112,159,59,39,116,174,
1317,0.980866,0.846747,0.262099,0.95622,0.495322,0.623132,0.747819,5,124,112,145,103,96,215,284,
1322,0.756219,0.653569,0.521996,0.986029,0.322471,1.08707,0.641259,164,260,132,204,53,0,119,153,
1346,0.338178,0.080055,0.239932,0.565094,0.637494,1.12472,0.778568,330,216,138,200,51,35,113,137,
1380,0.0213535,0.244406,0.0812386,0.65649,0.345999,0.918532,0.50664,154,253,157,210,84,52,167,218,
1401,0.951603,0.92049,0.0528077,0.891695,0.537318,0.449251,0.795015,400,274,105,128,73,51,117,143,
1404,0.510563,0.92049,0.591064,0.891695,0.695936,0.449251,0.5544,342,281,101,129,73,51,117,143,
1410,0.977928,0.244406,0.919776,0.65649,0.509072,0.918532,0.672055,4,201,126,193,84,52,167,218,
1422,0.772447,0.244406,0.48306,0.65649,0.859936,0.918532,0.777085,142,24,192,228,84,52,167,218,
1434,0.966573,0.97359,0.463525,1.00658,0.418154,1.12058,0.756842,112,166,113,147,67,25,118,144,
1435,0.340386,0.97359,1.07,1.00658,0.604105,1.12058,0.705208,140,176,113,151,67,25,118,144,
